15832370,82178267,20020214,949825
46848337,54340164,20230605,34684
20217149,47262420,20140321,659818
16807238,15051607,20200323,95993
95027432,64974694,19911022,526789
79990739,14668125,20061121,55175
75565597,24762716,20200104,718772
27245446,64974694,20210410,999865
22737225,66653503,20150917,370894
90059410,84353817,20151214,608951
75789127,36422912,20101018,515666
87473453,81563641,19990226,196946
63986157,14124711,20170611,831228
83839727,75921867,20190327,252206
56489470,63309869,19990426,324006
34345271,55819025,20020623,407627
15365333,49885502,20231023,821971
49727236,20528446,20080921,778674
19853000,85189901,20170906,87228
44665539,31927125,20031016,123302
59869122,58545263,20080212,718540
62281523,14124711,19990629,46149
18402578,18064715,20220418,711584
76972047,15717050,20030328,843320
68380582,82178267,19910301,102407
16940726,79805655,20150126,72534
40905239,65489089,20191121,177706
26318245,66060812,19920603,715788
70135009,52474514,19900204,721361
24649521,54621227,20130625,878137
64811461,90868297,19940503,878486
49337710,96293822,20020413,7140
93498509,54621227,20161106,332840
49789842,64974694,20011230,386805
64359848,15062010,20140129,846920
57181205,59757366,20090718,834702
96498745,31927125,20121108,168507
86635622,85189901,20050212,290422
59754235,53701327,19900614,824565
50346643,28191227,20220316,272216
78121217,96847213,20210917,380101
28239093,10917160,20130701,931983
78965940,15062010,20031202,938574
73602413,14124711,20021119,226353
27788085,77417456,20160118,28879
78411671,14124711,20010324,972027
44264822,85507530,20000126,926300
31147750,63166795,20111212,86655
14506856,93781244,20080917,395465
50002660,93447144,20121226,810198
84363978,52474514,20110809,649023
42257760,53318224,20051018,994534
45905998,52474514,20160125,154897
21244727,79805655,20000429,357256
49505772,20528446,20090416,8252
43882591,90400720,20090729,288019
87361859,82178267,19951222,159365
30771089,35664233,20081208,312775
65396693,49885502,20000429,175092
92833823,53701327,20161202,919700
53589130,84353817,20110617,228479
93095889,24762716,20190811,991708
68365880,15717050,20060903,611401
45571171,61944377,19900826,433468
44737034,90868297,20050516,246060
22211455,14501186,20120825,973387
64608973,85507530,20230429,945350
73146596,41064194,20190413,907809
77946538,82664988,20090719,4830
44587291,78195798,19980810,45836
30129249,76663038,20031030,518330
70313819,84353817,20120820,717792
27093450,76310907,20010825,691007
24539602,85507530,19940428,936545
12237108,51568395,20151110,912159
45525366,29763005,20211215,518572
79183795,11053702,20120513,488789
36255658,25781810,20050409,771638
81995957,41064194,20230927,484313
60996370,40074317,20000419,541665
75063102,18064715,20050913,817583
78526388,65945476,20070906,294359
85366171,46524702,20100212,854948
43894363,29763005,19951203,887279
20181774,84018132,20131223,136675
76348022,87918915,20141103,551176
82042066,18302199,20140617,472858
83394703,14124711,19990202,452388
46370283,69978998,20020912,835219
46712264,55819025,20110115,468242
88976115,63309869,20160526,348354
61622240,62364911,20150801,286561
68008896,46524702,20221113,878051
12982037,14668125,20000404,256331
77125680,29763005,20000605,705565
30479640,82263733,20170417,632046
93602649,87918915,20090128,918129
27193232,85189901,20220630,881697
55895725,11053702,19990811,31485
84442336,18302199,19900311,392516
