0,85,0,0,0,76,73
1,37,2,0,0,88,81
2,6,2,1,0,92,161
3,57,3,3,1,130,53
4,49,2,2,0,76,153
5,54,3,1,0,24,55
6,11,2,3,1,26,69
7,60,0,1,1,104,83
8,46,2,3,0,148,143
9,17,0,0,0,156,195
10,22,0,2,1,196,171
11,59,4,3,0,192,177
12,25,4,2,0,180,37
13,1,0,0,0,60,153
14,57,3,1,1,162,61
15,76,0,0,1,130,81
16,94,3,1,0,194,167
17,39,4,2,1,184,51
18,94,3,1,0,150,177
19,78,3,0,0,142,189
20,45,4,2,0,104,17
21,77,1,2,0,182,41
22,96,2,1,0,184,29
23,4,3,3,1,164,129
24,47,2,2,0,92,91
25,76,1,1,1,166,113
26,59,2,1,1,176,139
27,95,0,3,0,40,149
28,71,2,1,0,146,153
29,14,0,0,1,190,1
30,70,3,2,1,80,5
31,82,4,1,0,158,157
32,16,4,0,0,126,55
33,60,3,1,0,106,97
34,99,4,3,1,124,157
35,18,3,1,1,148,17
36,78,4,2,0,68,195
37,67,2,3,1,72,155
38,9,0,2,1,16,195
39,28,0,0,1,92,131
40,80,3,2,0,160,139
41,70,1,3,0,138,97
42,68,1,0,0,6,53
43,12,4,3,1,146,43
44,21,4,3,0,132,107
45,16,3,2,1,136,67
46,18,1,2,1,148,113
47,92,4,0,0,142,61
48,44,0,3,1,10,119
49,47,3,2,1,120,85
50,11,1,3,1,14,185
51,82,2,1,1,124,103
52,96,4,0,0,130,169
53,32,1,1,0,58,23
54,32,3,2,0,88,39
55,97,0,2,1,130,51
56,37,3,0,0,84,67
57,30,4,0,0,114,125
58,21,4,2,1,152,199
59,5,3,0,1,84,87
60,52,4,0,1,102,95
61,30,3,2,0,68,119
62,32,0,3,1,110,139
63,77,0,2,0,188,65
64,45,1,1,0,96,99
65,65,4,3,0,18,1
66,74,4,0,1,8,91
67,62,3,0,1,122,113
68,31,0,1,1,62,187
69,57,3,0,1,120,95
70,11,2,1,0,68,183
71,74,1,3,1,56,121
72,67,0,3,0,110,97
73,43,4,0,0,98,197
74,54,3,2,1,44,95
75,57,0,1,0,70,185
76,52,2,1,0,198,21
77,60,4,3,1,140,21
78,88,0,0,0,138,161
79,57,3,2,0,62,9
80,53,4,0,0,10,95
81,16,1,0,1,124,123
82,87,4,3,1,40,17
83,83,3,0,1,198,119
84,94,2,1,1,0,177
85,62,4,0,1,88,139
86,50,3,1,1,150,169
87,0,3,3,0,102,7
88,31,2,2,0,178,49
89,75,3,0,1,66,149
90,76,3,2,1,196,87
91,70,0,3,0,170,5
92,76,0,1,0,148,121
93,29,4,1,1,154,129
94,84,1,3,0,108,7
95,49,1,2,1,162,47
96,15,1,1,1,10,101
97,28,3,3,0,50,109
98,45,0,2,1,128,11
99,75,0,1,1,90,63
100,95,3,1,1,58,67
101,39,3,0,0,54,9
102,62,1,1,0,0,87
103,98,0,2,1,16,45
104,66,3,1,1,26,153
105,50,2,1,1,18,15
106,38,0,0,1,162,139
107,0,0,1,1,140,23
108,33,0,2,0,146,197
109,46,0,3,1,132,113
110,8,2,1,0,42,17
111,90,4,3,1,82,43
112,39,0,2,0,98,149
113,58,4,2,0,164,157
114,43,0,2,1,172,133
115,85,3,1,1,106,163
116,97,1,2,0,42,109
117,81,0,3,0,52,35
118,14,1,3,0,196,153
119,72,2,0,0,34,71
120,73,1,0,1,0,67
121,11,3,3,1,140,141
122,47,4,2,1,106,113
123,82,3,2,1,14,141
124,7,1,3,1,160,183
125,78,1,2,0,166,119
126,56,0,3,0,174,27
127,45,2,1,1,42,181
128,27,2,1,0,78,47
129,31,0,2,1,140,171
130,19,4,0,0,58,135
131,27,4,0,0,76,55
132,63,1,3,0,130,71
133,96,4,2,0,70,67
134,83,0,2,0,44,79
135,47,0,3,1,68,95
136,17,0,3,1,28,181
137,96,3,2,0,78,67
138,96,3,0,0,136,67
139,92,2,3,1,42,101
140,10,2,3,0,14,195
141,37,2,2,1,162,59
142,44,3,3,0,130,47
143,28,1,3,0,134,11
144,31,4,0,0,162,11
145,8,2,2,0,4,193
146,48,0,0,0,150,103
147,92,1,0,1,16,185
148,36,4,2,1,110,157
149,43,0,2,0,24,21
150,38,1,3,1,196,151
151,63,4,1,0,80,81
152,80,1,0,1,2,163
153,36,4,3,0,74,17
154,45,2,0,0,114,91
155,72,2,0,1,120,3
156,50,2,2,0,120,7
157,26,2,0,0,88,91
158,70,3,0,1,172,83
159,50,2,2,0,174,15
160,89,3,0,1,98,15
161,27,0,3,1,2,185
162,21,0,1,0,158,119
163,20,1,3,0,190,63
164,86,4,0,1,34,139
165,61,1,3,1,32,3
166,42,1,3,1,18,155
167,47,4,3,0,76,33
168,0,0,2,0,10,183
169,1,4,2,1,112,91
170,34,2,2,0,50,147
171,86,0,1,0,104,181
172,75,2,3,0,74,55
173,65,2,1,0,130,185
174,76,2,0,0,96,109
175,88,4,1,1,164,107
176,35,3,0,1,22,17
177,34,2,0,1,22,63
178,34,0,0,1,56,173
179,69,4,3,0,30,187
180,66,3,1,0,0,185
181,22,4,0,1,90,153
182,72,1,2,0,174,185
183,36,3,0,0,162,167
184,44,0,2,0,142,177
185,12,3,3,1,194,21
186,26,1,3,0,92,133
187,34,1,3,1,50,173
188,71,0,0,1,158,69
189,89,3,3,0,120,13
190,92,3,3,0,8,69
191,21,4,3,1,152,17
192,90,3,0,0,0,149
193,3,2,1,0,122,107
194,34,4,2,0,70,193
195,94,2,3,1,126,41
196,47,3,1,0,100,65
197,61,1,1,0,102,187
198,82,3,0,1,56,177
199,68,2,0,0,130,39
200,31,1,3,1,60,67
201,55,2,0,1,170,57
202,54,0,3,0,146,123
203,3,1,0,0,12,1
204,45,4,3,1,60,23
205,38,1,1,1,34,103
206,94,4,1,1,136,119
207,2,3,0,1,134,111
208,2,4,3,0,168,161
209,87,2,1,1,176,17
210,6,3,1,1,194,155
211,80,1,1,0,174,179
212,13,3,1,1,160,195
213,10,2,1,0,74,179
214,67,3,1,0,26,101
215,39,1,0,0,80,157
216,17,0,0,1,166,187
217,29,0,1,0,160,155
218,43,1,3,0,52,149
219,32,0,0,1,120,31
220,7,2,2,0,22,9
221,90,2,0,0,194,87
222,18,1,0,0,134,127
223,24,4,1,0,154,99
224,73,1,3,1,34,11
225,21,1,0,1,146,69
226,25,2,2,1,166,147
227,8,1,3,1,64,143
228,2,4,3,1,52,135
229,61,2,1,1,20,199
230,37,4,0,1,14,3
231,17,1,3,0,26,143
232,15,4,1,1,66,149
233,64,2,1,0,56,107
234,98,1,1,0,80,87
235,81,1,3,1,114,159
236,79,1,0,0,50,19
237,64,1,3,1,30,61
238,83,3,0,1,178,17
239,59,4,0,0,178,53
240,18,2,1,0,154,69
241,18,1,0,1,92,121
242,42,4,0,0,162,15
243,4,0,0,1,44,33
244,21,1,2,1,76,179
245,68,3,3,0,20,5
246,22,0,1,1,20,115
247,24,2,3,0,148,127
248,76,3,3,0,110,69
249,59,2,0,0,46,63
250,33,0,1,1,142,59
251,92,1,3,1,66,121
252,28,1,2,0,182,61
253,71,3,1,0,128,53
254,30,3,2,1,48,183
255,13,3,2,1,42,171
256,30,3,3,1,194,177
257,2,1,0,0,158,161
258,24,0,3,1,184,23
259,16,0,3,1,186,5
260,65,0,2,1,116,51
261,55,4,2,1,172,77
262,7,2,1,1,198,101
263,17,2,0,0,116,139
264,5,2,0,1,198,39
265,84,1,0,1,116,175
266,84,2,2,1,156,195
267,16,1,3,1,184,141
268,10,2,1,0,128,49
269,72,4,1,1,32,89
270,79,0,2,1,158,63
271,61,2,1,0,136,61
272,3,1,1,0,168,43
273,11,1,0,0,94,77
274,2,4,0,0,132,63
275,54,0,2,0,60,191
276,33,0,3,0,146,105
277,34,3,0,0,144,21
278,51,0,1,0,92,31
279,2,3,2,1,10,57
280,25,1,1,0,182,121
281,63,3,0,0,120,135
282,82,3,2,1,116,13
283,68,4,0,1,146,135
284,7,2,2,1,76,161
285,68,1,2,1,138,193
286,1,3,3,1,134,35
287,90,0,1,0,128,79
288,34,1,2,1,186,73
289,98,3,2,0,164,197
290,3,0,1,1,22,25
291,68,3,1,1,84,169
292,55,4,1,1,158,163
293,4,2,1,1,120,83
294,64,3,3,1,18,45
295,49,1,2,1,62,1
