0,19,2,3,0,140,179
1,29,2,0,1,190,121
2,72,4,3,0,162,139
3,81,3,1,0,64,165
4,54,3,0,1,178,185
5,96,2,3,0,194,183
6,96,3,0,1,78,195
7,16,2,1,1,72,169
8,8,3,3,0,66,19
9,38,0,0,1,68,187
10,31,0,2,0,156,75
11,20,0,1,1,178,53
12,39,1,3,1,90,27
13,19,2,0,0,40,95
14,45,2,3,0,52,9
15,63,2,0,0,160,35
16,10,0,1,0,82,107
17,36,1,1,0,174,139
18,51,4,0,1,6,161
19,88,3,1,0,34,83
20,27,3,3,1,42,147
21,61,0,0,0,102,135
22,40,3,1,0,124,89
23,14,0,0,1,88,21
24,77,3,3,1,22,161
25,78,2,0,1,116,53
26,61,1,3,0,28,37
27,86,3,1,0,76,111
28,86,0,3,1,4,5
29,5,2,2,0,12,163
30,60,1,2,1,40,163
31,55,0,2,0,0,175
32,1,2,0,1,188,133
33,30,0,2,1,62,115
34,94,3,3,1,50,5
35,57,4,1,1,102,191
36,21,2,3,0,104,123
37,2,4,0,0,98,191
38,78,0,1,1,36,133
39,74,1,2,1,184,87
40,93,4,1,1,196,133
41,69,4,1,1,4,145
42,89,4,3,1,176,53
43,39,1,3,1,72,91
44,92,1,2,1,74,183
45,90,1,1,0,18,85
46,13,2,2,1,162,151
47,92,3,2,1,192,67
48,62,2,1,0,182,3
49,63,4,3,1,122,77
