0,98,1,3,1,140,39
1,62,3,3,0,148,183
2,5,0,1,1,78,73
3,19,2,2,0,120,181
4,77,0,1,1,68,75
5,99,1,3,0,14,93
6,36,2,3,0,32,187
7,94,2,0,0,170,85
8,44,3,0,0,32,187
9,51,3,1,1,68,117
10,60,4,3,0,74,47
11,68,4,2,0,14,173
12,78,3,3,0,78,77
13,52,4,2,0,160,143
14,29,4,3,1,20,189
15,36,0,2,1,108,3
16,86,3,3,1,154,125
17,83,2,1,1,168,193
18,84,4,2,1,114,71
19,27,2,2,1,8,103
20,0,1,0,1,144,161
21,69,3,2,0,112,137
22,43,0,1,1,12,193
23,66,1,1,0,46,185
24,62,2,1,0,18,25
25,89,2,3,0,4,43
26,72,1,3,1,100,137
27,44,2,2,1,48,15
28,3,3,3,0,126,43
29,71,4,1,0,82,53
30,11,0,0,1,82,171
31,49,4,3,0,162,39
32,36,3,3,0,84,1
33,72,4,1,0,130,95
34,51,0,2,1,90,155
35,26,1,2,1,140,155
36,64,4,2,0,148,47
37,16,1,0,1,148,97
38,86,0,3,1,48,169
39,49,2,2,1,124,51
40,32,3,3,0,128,117
41,69,3,1,1,132,131
42,50,3,2,1,138,123
43,90,0,1,0,24,177
44,89,3,2,1,146,187
45,0,0,0,1,148,119
46,94,3,3,0,166,21
47,10,1,2,1,4,17
48,1,2,2,0,64,175
49,78,4,2,0,124,67
50,59,2,0,0,148,151
51,11,3,1,0,154,45
52,40,3,1,1,4,57
53,32,3,2,0,30,173
54,72,4,1,0,62,151
55,49,4,2,1,46,29
56,14,1,2,0,18,153
57,29,2,3,0,34,25
58,77,4,3,1,112,19
59,75,4,0,1,142,21
60,74,1,3,0,112,77
61,72,0,1,1,172,75
62,0,1,2,0,8,111
63,12,2,0,1,64,97
64,41,2,1,0,190,157
65,66,0,0,0,130,87
66,17,2,0,0,152,55
67,61,2,3,1,144,75
68,73,2,2,0,52,67
69,37,2,1,0,82,13
70,7,4,0,1,114,139
71,12,3,2,0,156,199
72,21,3,2,1,18,155
73,40,2,3,0,50,183
74,45,4,2,1,130,39
75,68,3,3,1,118,27
76,30,4,3,0,130,175
77,54,0,1,1,76,105
78,40,0,0,0,68,57
79,77,0,2,1,78,67
80,26,0,2,0,86,167
81,26,3,3,1,190,85
82,89,3,0,0,32,191
83,75,0,1,0,74,111
84,4,3,1,1,130,61
85,59,2,2,0,26,77
86,99,2,2,1,48,93
87,28,1,0,1,110,103
88,85,4,1,1,8,57
89,41,3,1,1,44,39
90,37,3,1,0,70,41
91,81,3,3,1,6,151
92,90,4,3,1,102,1
93,24,2,2,1,12,139
94,71,1,1,1,60,157
95,96,1,2,0,58,35
96,31,4,0,0,126,183
97,96,1,2,1,86,57
98,98,0,0,1,110,113
99,73,2,0,0,178,111
100,96,4,3,0,160,101
101,49,1,2,1,160,53
102,44,2,3,1,120,191
103,30,1,2,1,8,175
104,91,4,0,1,190,147
