0,89,1,3,1,116,127
1,54,3,0,0,48,197
2,94,0,0,1,118,139
3,78,0,1,0,124,73
4,99,0,0,0,172,11
5,90,3,3,0,168,147
6,64,0,2,0,132,49
7,93,4,1,0,138,49
8,67,0,0,0,116,27
9,90,0,1,1,8,33
10,98,3,3,1,18,121
11,86,0,1,1,166,87
12,64,4,0,0,42,33
13,67,1,2,1,194,53
14,6,3,2,1,106,49
15,8,3,2,1,8,199
16,63,4,2,0,134,81
17,6,1,1,1,158,137
18,7,2,2,0,134,85
19,30,2,0,1,96,177
20,45,2,2,0,14,153
21,15,1,3,1,182,7
22,69,4,1,1,182,139
23,67,2,0,1,56,63
24,23,0,0,1,8,19
25,40,4,2,1,106,53
26,62,3,1,1,78,49
27,37,3,0,0,84,47
28,74,0,3,0,76,165
29,37,2,2,1,70,73
30,36,2,3,1,134,47
31,47,4,3,1,62,97
32,1,4,3,0,172,23
33,75,1,3,1,16,13
34,51,1,0,1,144,39
35,3,0,2,0,20,67
36,29,2,2,1,16,43
37,2,4,0,1,78,19
38,75,0,2,0,158,115
39,44,1,1,1,124,29
40,61,3,1,1,16,29
41,38,3,2,0,196,73
42,13,4,2,0,0,49
43,16,0,1,1,190,29
44,48,3,3,0,108,1
45,97,3,2,0,182,193
46,33,4,2,0,66,177
47,28,0,2,0,136,35
48,90,1,0,0,178,27
49,74,4,2,0,56,117
50,18,2,1,1,102,185
51,72,3,1,1,42,111
52,72,3,0,0,186,121
53,14,2,1,0,72,133
54,22,3,1,1,40,79
55,51,0,1,1,174,47
56,99,1,1,1,132,99
57,57,1,1,1,104,107
58,22,3,3,1,180,135
59,88,0,3,1,174,109
60,32,1,3,1,158,135
61,27,1,3,1,174,131
62,96,1,0,1,90,199
63,74,3,3,0,150,77
64,80,2,1,1,184,111
65,97,1,1,1,88,153
66,95,2,2,0,148,23
67,39,2,1,1,8,7
68,30,2,1,0,48,53
69,13,3,3,0,192,153
70,38,0,1,0,184,145
71,52,0,0,0,102,57
72,63,3,3,0,62,121
73,46,2,0,0,154,15
74,30,0,0,0,172,193
75,96,4,0,0,6,189
76,61,4,2,1,92,81
77,35,2,2,0,78,135
78,27,3,2,1,140,7
79,99,2,2,0,76,191
80,80,1,3,1,116,157
81,38,3,3,1,154,99
82,33,4,0,0,120,79
83,62,3,3,0,32,147
84,47,4,1,1,86,99
85,72,1,1,0,164,105
86,49,4,2,1,92,3
87,95,4,0,1,88,179
88,0,4,2,1,128,163
89,39,0,3,0,14,179
90,80,0,2,0,136,123
91,63,1,3,0,188,55
92,18,3,1,0,58,25
93,76,2,2,1,0,87
94,61,4,2,1,100,1
95,92,1,0,1,188,187
96,18,3,3,1,4,127
97,78,1,1,0,196,55
98,54,1,2,1,0,13
99,81,1,1,0,42,85
100,32,2,2,0,190,179
101,24,1,1,0,26,185
102,9,1,3,0,44,101
103,88,0,0,0,126,15
104,79,4,0,1,196,175
105,47,0,2,0,142,41
106,77,4,1,1,94,177
107,10,0,0,1,112,87
108,82,4,2,1,78,147
109,50,4,1,0,182,123
110,5,4,3,1,100,103
111,34,3,3,1,60,187
112,53,1,0,1,184,11
113,23,1,0,0,118,55
114,48,1,0,0,16,123
115,85,3,2,0,28,191
116,11,1,0,0,62,149
117,1,0,2,1,164,181
118,55,4,3,0,18,119
119,13,0,2,1,76,81
120,2,0,3,1,196,41
121,4,1,0,1,74,147
122,21,1,1,1,98,21
123,27,2,3,0,168,161
124,86,0,0,0,56,133
125,49,0,2,1,54,127
126,50,2,3,0,20,101
127,0,2,2,1,116,33
128,48,1,3,0,168,39
129,74,4,3,1,100,61
130,59,0,2,1,144,125
131,1,2,1,1,50,143
132,51,4,3,0,120,57
133,14,4,1,0,52,19
134,14,1,1,0,20,107
135,47,1,3,1,156,173
136,5,1,1,0,104,133
137,22,3,0,0,10,67
138,67,2,2,0,64,167
139,43,0,3,1,142,31
140,50,4,0,0,176,111
141,21,3,2,1,52,35
142,17,1,3,1,106,81
143,53,2,3,0,46,65
144,5,3,0,0,108,21
145,93,3,1,1,22,57
146,34,1,0,0,172,5
147,27,4,2,0,40,51
148,85,4,3,1,64,43
149,40,4,0,1,34,39
150,60,4,0,0,122,145
151,25,2,0,1,68,11
152,29,2,0,1,4,179
153,30,0,0,0,52,33
154,78,4,3,1,30,13
155,78,0,0,1,52,105
156,35,1,0,0,32,147
157,88,4,0,1,138,85
158,3,3,0,0,76,99
159,95,2,3,1,190,75
160,37,1,1,0,34,37
161,14,1,2,0,94,163
162,9,1,2,1,166,151
163,62,4,3,1,4,123
164,4,1,0,1,144,53
165,46,0,1,0,56,81
166,49,3,3,1,24,151
167,68,3,2,1,62,155
168,60,3,2,0,36,155
169,93,0,1,1,196,93
170,10,4,3,1,34,173
171,33,4,2,1,114,47
172,22,4,1,0,68,57
173,22,0,2,1,120,195
174,36,4,2,0,30,147
175,59,1,1,0,162,109
176,18,0,1,1,126,45
177,48,3,1,0,168,171
178,28,2,2,1,180,103
179,67,3,2,0,120,13
180,78,3,3,0,116,65
181,86,2,0,0,30,27
182,43,1,1,1,24,77
183,73,3,3,0,68,113
184,55,3,2,1,66,17
185,61,0,3,0,42,9
186,72,4,2,0,92,173
187,44,3,2,0,8,97
188,97,3,1,0,38,47
189,31,2,1,1,82,57
190,23,3,1,0,178,153
191,3,2,0,0,154,115
192,75,1,2,1,130,145
193,11,0,3,0,104,163
194,35,2,2,0,12,121
195,82,2,2,1,90,125
196,37,3,1,0,130,155
197,17,2,1,1,66,171
198,15,1,2,0,92,61
199,55,3,0,0,38,181
200,90,0,3,1,18,43
201,59,3,0,1,12,175
202,18,4,1,0,38,107
203,5,0,2,0,156,99
204,70,2,1,1,166,45
205,16,2,1,1,126,117
206,57,3,3,0,140,17
207,72,2,1,0,90,5
208,31,2,2,0,88,1
209,45,2,3,0,118,99
210,80,3,0,0,4,183
